MTFCC,OID,GEOID,STATE,COUNTY,TRACT,BASENAME,NAME,LSADC,FUNCSTAT,POP100,HU100,AREALAND,AREAWATER,UR,CENTLAT,CENTLON,INTPTLAT,INTPTLON
G5020,20720267578529.00,12001001201.00,12,1,1201,12.01,Census Tract 12.01,CT,S,2484,1105,2812327,5977,U,29.6963979,-82.3798346,29.6950825,-82.37457
G5020,20720267578205.00,12001001202.00,12,1,1202,12.02,Census Tract 12.02,CT,S,6287,2673,5781129,12288,M,29.6941357,-82.3594427,29.6941291,-82.3589343
G5020,20720267578164.00,12001001203.00,12,1,1203,12.03,Census Tract 12.03,CT,S,3778,1803,3246892,527,U,29.6884507,-82.3445374,29.6877991,-82.3449395
G5020,20720267577828.00,12001001400.00,12,1,1400,14,Census Tract 14,CT,S,3316,894,21039278,848991,M,29.6583783,-82.2575602,29.6569282,-82.2632186
G5020,20720267578566.00,12001001501.00,12,1,1501,15.01,Census Tract 15.01,CT,S,8135,4469,6506810,20136,U,29.6262844,-82.381106,29.6265055,-82.3828665
G5020,20720267577868.00,12001001502.00,12,1,1502,15.02,Census Tract 15.02,CT,S,6099,3325,3083100,16434,U,29.6290837,-82.3640345,29.628714,-82.3641902
G5020,20720267578615.00,12001001503.00,12,1,1503,15.03,Census Tract 15.03,CT,S,7011,3438,2029859,770,U,29.6144282,-82.3651641,29.6142641,-82.3663063
G5020,20720267577847.00,12001001504.00,12,1,1504,15.04,Census Tract 15.04,CT,S,655,284,1716977,0,U,29.6185224,-82.3489276,29.6185224,-82.3489276
G5020,20720267577888.00,12001001505.00,12,1,1505,15.05,Census Tract 15.05,CT,S,565,231,5054988,62857,M,29.6031024,-82.3533966,29.6029588,-82.3579245
G5020,20720267577907.00,12001001600.00,12,1,1600,16,Census Tract 16,CT,S,7225,3641,8029935,155046,U,29.6500589,-82.3927952,29.6494104,-82.393248
G5020,20720267578250.00,12001001701.00,12,1,1701,17.01,Census Tract 17.01,CT,S,5068,1980,7873757,53672,U,29.6818175,-82.4144688,29.6827446,-82.4191063
G5020,20720267578185.00,12001001702.00,12,1,1702,17.02,Census Tract 17.02,CT,S,5058,2064,7532690,100932,U,29.6667834,-82.4009739,29.6704391,-82.3973484
G5020,20720267578318.00,12001001801.00,12,1,1801,18.01,Census Tract 18.01,CT,S,6317,2568,246946475,2660493,M,29.8691154,-82.4967995,29.8722025,-82.4950865
G5020,20720267578478.00,12001001802.00,12,1,1802,18.02,Census Tract 18.02,CT,S,2764,1192,78310011,1050959,M,29.7898614,-82.4091421,29.7936621,-82.4093261
G5020,20720267578355.00,12001001803.00,12,1,1803,18.03,Census Tract 18.03,CT,S,6744,2930,8289093,32380,M,29.7170875,-82.37524,29.7171101,-82.3767012
G5020,20720267578389.00,12001001804.00,12,1,1804,18.04,Census Tract 18.04,CT,S,8998,4068,51629696,1464849,M,29.7288292,-82.4229228,29.7321919,-82.4280533
G5020,20720267578496.00,12001001805.00,12,1,1805,18.05,Census Tract 18.05,CT,S,1304,521,31854675,879340,M,29.7484734,-82.4720328,29.754526,-82.4677495
G5020,20720267578337.00,12001001806.00,12,1,1806,18.06,Census Tract 18.06,CT,S,6878,2829,158555622,262101,M,29.7736711,-82.5825809,29.774863,-82.5846379
G5020,20720267578460.00,12001001901.00,12,1,1901,19.01,Census Tract 19.01,CT,S,7327,3313,407098355,32263239,R,29.7752744,-82.2356103,29.7759862,-82.2339256
G5020,20720267577928.00,12001001902.00,12,1,1902,19.02,Census Tract 19.02,CT,S,3443,1076,19788767,128090,M,29.6914395,-82.2859054,29.6925068,-82.2857577
G5020,20720267578273.00,12001002000.00,12,1,2000,20,Census Tract 20,CT,S,5677,2501,318207903,87044596,R,29.5915273,-82.1293767,29.5956025,-82.1301639
G5020,20720267578427.00,12001002100.00,12,1,2100,21,Census Tract 21,CT,S,2862,1417,224088934,98366562,R,29.5277354,-82.2690195,29.5347716,-82.2545916
G5020,20720267578442.00,12001002201.00,12,1,2201,22.01,Census Tract 22.01,CT,S,2891,1194,87017510,923386,R,29.6906041,-82.5518092,29.6806616,-82.5430794
G5020,20720267578515.00,12001002202.00,12,1,2202,22.02,Census Tract 22.02,CT,S,4439,1802,112512643,10405,M,29.6102268,-82.5271701,29.6023486,-82.5289138
G5020,20720267577948.00,12001002203.00,12,1,2203,22.03,Census Tract 22.03,CT,S,6414,3539,27581790,4538262,M,29.5986985,-82.3947737,29.6007713,-82.3840583
G5020,20720267577969.00,12001002204.00,12,1,2204,22.04,Census Tract 22.04,CT,S,6238,2686,32360292,53419,M,29.6833914,-82.4692889,29.678067,-82.4797097
G5020,20720267578013.00,12001002205.00,12,1,2205,22.05,Census Tract 22.05,CT,S,7020,2876,25052293,1320,M,29.6065256,-82.4504359,29.6063599,-82.450535
G5020,20720267577991.00,12001002206.00,12,1,2206,22.06,Census Tract 22.06,CT,S,6365,3581,3318747,8317,U,29.6444875,-82.41618,29.6437888,-82.4156708
G5020,20720267578548.00,12001002207.00,12,1,2207,22.07,Census Tract 22.07,CT,S,3208,1147,5262546,10519,U,29.6452692,-82.4307844,29.6486395,-82.4307055
G5020,20720267578227.00,12001002208.00,12,1,2208,22.08,Census Tract 22.08,CT,S,2045,723,10477468,35041,M,29.6452953,-82.4557609,29.6523811,-82.4562749
G5020,20720267578408.00,12001002209.00,12,1,2209,22.09,Census Tract 22.09,CT,S,5069,1993,123532201,3403646,M,29.5261295,-82.4665588,29.5228298,-82.4729903
G5020,20720267578296.00,12001002210.00,12,1,2210,22.1,Census Tract 22.10,CT,S,3609,1443,148108917,6695466,R,29.6087382,-82.6111645,29.5829865,-82.6240192
G5020,2072050338675.00,12003040101.00,12,3,40101,401.01,Census Tract 401.01,CT,S,4814,1847,75798472,0,M,30.3211558,-82.0993113,30.3211558,-82.0993113
G5020,2072050338677.00,12003040102.00,12,3,40102,401.02,Census Tract 401.02,CT,S,6757,2245,258638141,58595,M,30.2020673,-82.1416661,30.1961325,-82.1430344
G5020,2072050338676.00,12003040201.00,12,3,40201,402.01,Census Tract 402.01,CT,S,6422,1922,1053181870,9627526,R,30.3665978,-82.3428549,30.3515444,-82.3680283
G5020,2072050338674.00,12003040202.00,12,3,40202,402.02,Census Tract 402.02,CT,S,4266,1578,128043299,0,M,30.3012547,-82.1988773,30.3012547,-82.1988773
G5020,2072081944873.00,12005000200.00,12,5,200,2,Census Tract 2,CT,S,7829,3423,719221981,113217327,M,30.3389327,-85.7735809,30.3434673,-85.7825797
G5020,2072081944877.00,12005000300.00,12,5,300,3,Census Tract 3,CT,S,6988,2706,433717189,3064276,M,30.3974068,-85.4551941,30.3986805,-85.4589909
G5020,2072081944849.00,12005000400.00,12,5,400,4,Census Tract 4,CT,S,7134,2804,71748435,14432368,M,30.2886872,-85.5532059,30.287372,-85.553693
G5020,2072081944853.00,12005000500.00,12,5,500,5,Census Tract 5,CT,S,3751,1347,337722843,28842655,M,30.1537525,-85.4760864,30.1593438,-85.481657
G5020,2072081944851.00,12005000600.00,12,5,600,6,Census Tract 6,CT,S,1017,1322,54218986,25934091,R,29.9772312,-85.4198528,29.9838614,-85.4178265
G5020,2072081944852.00,12005000700.00,12,5,700,7,Census Tract 7,CT,S,2757,663,114503004,204289429,M,30.0207899,-85.5542853,30.0167817,-85.5305315
G5020,2072081944863.00,12005000801.00,12,5,801,8.01,Census Tract 8.01,CT,S,7017,3211,14485578,280512,M,30.1561831,-85.5718161,30.157015,-85.571018
G5020,2072081944850.00,12005000802.00,12,5,802,8.02,Census Tract 8.02,CT,S,8695,3589,10219520,8424869,M,30.1243899,-85.5688288,30.1268224,-85.5700333
G5020,2072081944854.00,12005000900.00,12,5,900,9,Census Tract 9,CT,S,4583,2282,4919559,5041426,M,30.1237143,-85.6023119,30.1252334,-85.6037263
G5020,2072081944855.00,12005001000.00,12,5,1000,10,Census Tract 10,CT,S,2431,1126,3864977,1619387,M,30.1432718,-85.6173649,30.1413668,-85.6179764
G5020,2072081944856.00,12005001100.00,12,5,1100,11,Census Tract 11,CT,S,5087,2203,5039947,128226,U,30.1654591,-85.6059793,30.1649829,-85.6052871
G5020,2072081944857.00,12005001200.00,12,5,1200,12,Census Tract 12,CT,S,2815,1282,6828735,9768,M,30.1803516,-85.6244842,30.1846955,-85.6177154
G5020,2072081944858.00,12005001300.00,12,5,1300,13,Census Tract 13,CT,S,8366,3507,24166565,70352,U,30.2127394,-85.6233667,30.21591,-85.6225558
G5020,2072081944866.00,12005001401.00,12,5,1401,14.01,Census Tract 14.01,CT,S,7678,3253,10448754,9035970,M,30.2389419,-85.6716182,30.2388363,-85.671641
G5020,2072081944860.00,12005001402.00,12,5,1402,14.02,Census Tract 14.02,CT,S,5572,2265,9322343,3466419,M,30.2463524,-85.6268173,30.2459649,-85.6291603
G5020,2072081944870.00,12005001501.00,12,5,1501,15.01,Census Tract 15.01,CT,S,3651,1518,8601233,3554536,M,30.2145623,-85.6825655,30.2118947,-85.6829443
G5020,2072081944859.00,12005001502.00,12,5,1502,15.02,Census Tract 15.02,CT,S,5677,2523,7429705,6971,U,30.1936979,-85.6703299,30.192833,-85.6710673
G5020,2072081944864.00,12005001600.00,12,5,1600,16,Census Tract 16,CT,S,3760,1767,5844279,56898,M,30.1746409,-85.6507833,30.1747583,-85.6505706
G5020,2072081944865.00,12005001700.00,12,5,1700,17,Census Tract 17,CT,S,3067,1350,3028475,80982,M,30.1632878,-85.6331935,30.1631721,-85.6329141
G5020,2072081944861.00,12005001800.00,12,5,1800,18,Census Tract 18,CT,S,1680,792,1964652,641085,M,30.150172,-85.6300579,30.1499669,-85.6304043
G5020,2072081944867.00,12005001900.00,12,5,1900,19,Census Tract 19,CT,S,4506,2194,3493620,2801283,M,30.1438854,-85.6478612,30.1449083,-85.6484407
G5020,2072081944868.00,12005002000.00,12,5,2000,20,Census Tract 20,CT,S,1960,977,3805718,1692717,M,30.1636874,-85.66669,30.1723924,-85.6621483
G5020,2072081944869.00,12005002200.00,12,5,2200,22,Census Tract 22,CT,S,4098,1972,4230853,1546475,M,30.1685312,-85.6805712,30.169537,-85.68148
G5020,2072081944871.00,12005002300.00,12,5,2300,23,Census Tract 23,CT,S,3953,1959,2908579,2549782,M,30.1691793,-85.6967602,30.1690671,-85.6968538
G5020,2072081944872.00,12005002400.00,12,5,2400,24,Census Tract 24,CT,S,4395,2168,4219516,4060805,M,30.1785907,-85.719336,30.1791842,-85.7167236
G5020,2072081944862.00,12005002500.00,12,5,2500,25,Census Tract 25,CT,S,3031,1319,4012991,8163982,M,30.2017708,-85.7149543,30.19875,-85.711446
G5020,2072081944875.00,12005002601.00,12,5,2601,26.01,Census Tract 26.01,CT,S,1555,716,6033597,7973914,M,30.1905512,-85.7468601,30.1879692,-85.749522
G5020,2072081944876.00,12005002602.00,12,5,2602,26.02,Census Tract 26.02,CT,S,13393,10651,25419579,134340577,M,30.1056048,-85.7271881,30.0984585,-85.69546
G5020,2072081944874.00,12005002700.00,12,5,2700,27,Census Tract 27,CT,S,11771,13546,62980607,126126049,M,30.2051441,-85.8874037,30.2127745,-85.8722965
G5020,2072078386263.00,12007000100.00,12,7,100,1,Census Tract 1,CT,S,5324,2145,50344895,120696,M,29.9469635,-82.0805198,29.9472011,-82.0799994
G5020,2072078386264.00,12007000200.00,12,7,200,2,Census Tract 2,CT,S,7742,2699,153624963,11649576,M,29.9794755,-82.1787265,29.9858001,-82.1964401
G5020,2072078386261.00,12007000300.00,12,7,300,3,Census Tract 3,CT,S,6917,3152,381639405,5134675,M,29.8840553,-82.2052648,29.8871665,-82.2051654
G5020,2072078386262.00,12007000400.00,12,7,400,4,Census Tract 4,CT,S,6105,1609,175747543,0,M,30.0678793,-82.1044475,30.0678793,-82.1044475
G5020,20720288044924.00,12009060100.00,12,9,60100,601,Census Tract 601,CT,S,7092,3304,67980682,17053604,M,28.7244359,-80.854932,28.7228563,-80.8565905
G5020,20720288044933.00,12009060200.00,12,9,60200,602,Census Tract 602,CT,S,5379,2079,15185587,3428059,M,28.6261139,-80.8677931,28.6243981,-80.8622486
G5020,20720288044941.00,12009060300.00,12,9,60300,603,Census Tract 603,CT,S,4605,1815,10612699,2293949,M,28.6511989,-80.8387829,28.6494466,-80.8396216
G5020,20720288044948.00,12009060400.00,12,9,60400,604,Census Tract 604,CT,S,4655,2072,6881775,2770135,M,28.6264851,-80.8223495,28.6259706,-80.821844
G5020,20720288044955.00,12009060500.00,12,9,60500,605,Census Tract 605,CT,S,4527,1990,7849169,46549,U,28.6182426,-80.8442309,28.617037,-80.8445467
G5020,20720288044996.00,12009060600.00,12,9,60600,606,Census Tract 606,CT,S,5414,2336,6744887,45099,U,28.5928463,-80.8309244,28.5926379,-80.8387255
G5020,20720288045002.00,12009060700.00,12,9,60700,607,Census Tract 607,CT,S,2860,1443,2208374,0,U,28.607458,-80.8143548,28.607458,-80.8143548
G5020,20720288045007.00,12009060800.00,12,9,60800,608,Census Tract 608,CT,S,381,313,929991,1729972,M,28.6162767,-80.8041252,28.6148391,-80.80444
G5020,20720288045015.00,12009060900.00,12,9,60900,609,Census Tract 609,CT,S,3124,1798,2969347,8322253,M,28.5805144,-80.7951901,28.5804317,-80.7996095
G5020,20720288045024.00,12009061000.00,12,9,61000,610,Census Tract 610,CT,S,6793,3453,5952513,7646,U,28.5727298,-80.8124866,28.5764187,-80.8136254
G5020,20720288044963.00,12009061100.00,12,9,61100,611,Census Tract 611,CT,S,5350,2510,8580888,39904,M,28.570812,-80.8363765,28.5614548,-80.8334348
G5020,20720288044981.00,12009061200.00,12,9,61200,612,Census Tract 612,CT,S,7718,3679,47296862,15271579,M,28.5235628,-80.8047314,28.5236903,-80.8056347
G5020,20720288044478.00,12009062102.00,12,9,62102,621.02,Census Tract 621.02,CT,S,6668,3231,10295625,12301003,M,28.4474233,-80.758343,28.4435938,-80.7614636
G5020,20720288044487.00,12009062103.00,12,9,62103,621.03,Census Tract 621.03,CT,S,7742,2975,28228910,276935,U,28.4090583,-80.7915306,28.403737,-80.770828
G5020,20720288044972.00,12009062104.00,12,9,62104,621.04,Census Tract 621.04,CT,S,6545,2297,12160494,100106,U,28.4567429,-80.8104573,28.4575088,-80.8128882
G5020,20720288044469.00,12009062105.00,12,9,62105,621.05,Census Tract 621.05,CT,S,12705,3551,16969669,0,U,28.4610338,-80.7877739,28.4610338,-80.7877739
G5020,20720288044494.00,12009062200.00,12,9,62200,622,Census Tract 622,CT,S,1652,817,2124660,4360725,M,28.3829051,-80.7358162,28.3862687,-80.7414575
G5020,20720288044501.00,12009062300.00,12,9,62300,623,Census Tract 623,CT,S,6985,3391,5517738,14427,U,28.3755297,-80.7475287,28.3758211,-80.7475047
G5020,20720288044509.00,12009062400.00,12,9,62400,624,Census Tract 624,CT,S,6361,3007,11992062,335702,U,28.3776312,-80.7702952,28.3775641,-80.7646447
G5020,20720288044516.00,12009062500.00,12,9,62500,625,Census Tract 625,CT,S,3945,1978,21486279,6097849,M,28.3506296,-80.8003662,28.350042,-80.8005341
G5020,20720288044525.00,12009062600.00,12,9,62600,626,Census Tract 626,CT,S,3530,1662,2591239,0,U,28.3546463,-80.7440878,28.3546463,-80.7440878
G5020,20720288044570.00,12009062700.00,12,9,62700,627,Census Tract 627,CT,S,1080,720,1238943,864212,M,28.3555575,-80.7260139,28.3554067,-80.7258108
G5020,20720288044534.00,12009062800.00,12,9,62800,628,Census Tract 628,CT,S,3804,1844,7197572,9092125,M,28.2927668,-80.696755,28.2680461,-80.6893695
G5020,20720288044547.00,12009062900.00,12,9,62900,629,Census Tract 629,CT,S,4834,2108,9621166,0,U,28.3390935,-80.7527989,28.3390935,-80.7527989
G5020,20720288044556.00,12009063000.00,12,9,63000,630,Census Tract 630,CT,S,3194,1165,7906194,30499,M,28.3162798,-80.7542373,28.3094559,-80.7548778
G5020,20720288044437.00,12009063101.00,12,9,63101,631.01,Census Tract 631.01,CT,S,10401,4043,12561165,0,U,28.3106817,-80.7258394,28.3106817,-80.7258394
G5020,20720288044460.00,12009063102.00,12,9,63102,631.02,Census Tract 631.02,CT,S,2072,1116,13315093,49145,M,28.2789512,-80.714847,28.2753422,-80.7117996
G5020,20720288044541.00,12009063103.00,12,9,63103,631.03,Census Tract 631.03,CT,S,8624,3909,14194298,241187,U,28.2464432,-80.7025908,28.2463747,-80.7028329
G5020,20720288044399.00,12009064101.00,12,9,64101,641.01,Census Tract 641.01,CT,S,12750,5894,25297172,6118112,M,28.2055615,-80.679854,28.2036712,-80.6783227
G5020,20720288045037.00,12009064102.00,12,9,64102,641.02,Census Tract 641.02,CT,S,5152,1776,7384342,0,U,28.1735175,-80.6844531,28.1735175,-80.6844531
G5020,20720288044709.00,12009064121.00,12,9,64121,641.21,Census Tract 641.21,CT,S,8026,3457,15380087,6713,M,28.1464398,-80.69181,28.1478243,-80.6933253
G5020,20720288044718.00,12009064122.00,12,9,64122,641.22,Census Tract 641.22,CT,S,10676,5071,8644131,65352,U,28.1611123,-80.658844,28.1659525,-80.6623619
G5020,20720288044725.00,12009064200.00,12,9,64200,642,Census Tract 642,CT,S,5583,3201,5532031,8469279,M,28.139123,-80.6290348,28.1424746,-80.6318257
G5020,20720288044734.00,12009064301.00,12,9,64301,643.01,Census Tract 643.01,CT,S,5424,2595,3878840,0,U,28.1394718,-80.6580984,28.1394718,-80.6580984
G5020,20720288044796.00,12009064302.00,12,9,64302,643.02,Census Tract 643.02,CT,S,5585,2608,3907595,139786,U,28.1325356,-80.6422983,28.1316551,-80.6435376
G5020,20720288044804.00,12009064400.00,12,9,64400,644,Census Tract 644,CT,S,5028,2124,2700966,0,U,28.1178668,-80.6546367,28.1178668,-80.6546367
G5020,20720288044742.00,12009064500.00,12,9,64500,645,Census Tract 645,CT,S,4473,2030,2282270,24212,U,28.1280391,-80.6634644,28.1254308,-80.667246
G5020,20720288044751.00,12009064600.00,12,9,64600,646,Census Tract 646,CT,S,8686,4338,20513113,215381,M,28.0995927,-80.6837791,28.1110411,-80.6819059
G5020,20720288044812.00,12009064700.00,12,9,64700,647,Census Tract 647,CT,S,5334,2825,16833967,0,U,28.0969407,-80.6409421,28.0969407,-80.6409421
G5020,20720288044818.00,12009064800.00,12,9,64800,648,Census Tract 648,CT,S,2493,1437,2766697,3958838,M,28.0921196,-80.6065019,28.0899886,-80.609145
G5020,20720288044759.00,12009064901.00,12,9,64901,649.01,Census Tract 649.01,CT,S,5586,2267,5259963,0,U,28.0642014,-80.6297179,28.0642014,-80.6297179
G5020,20720288044826.00,12009064902.00,12,9,64902,649.02,Census Tract 649.02,CT,S,3622,1738,3448874,1769005,M,28.0703777,-80.6038489,28.0699625,-80.6031366
G5020,20720288044767.00,12009065001.00,12,9,65001,650.01,Census Tract 650.01,CT,S,2309,946,7151006,0,U,28.0684116,-80.6848268,28.0684116,-80.6848268
G5020,20720288044775.00,12009065021.00,12,9,65021,650.21,Census Tract 650.21,CT,S,4225,2255,9304416,68730,U,28.0554679,-80.6575884,28.0545722,-80.6581305
G5020,20720288044781.00,12009065022.00,12,9,65022,650.22,Census Tract 650.22,CT,S,2674,1418,4992317,0,U,28.0642232,-80.645912,28.0642232,-80.645912
G5020,20720288044789.00,12009065101.00,12,9,65101,651.01,Census Tract 651.01,CT,S,6473,3312,7216012,0,U,28.0497535,-80.618129,28.0497535,-80.618129
G5020,20720288044882.00,12009065121.00,12,9,65121,651.21,Census Tract 651.21,CT,S,6274,3168,6395978,2946,M,28.02532,-80.635779,28.0232022,-80.633569
G5020,20720288044889.00,12009065122.00,12,9,65122,651.22,Census Tract 651.22,CT,S,6241,3182,6293059,4469,U,28.0263426,-80.6117393,28.0252796,-80.6076275
G5020,20720288045264.00,12009065123.00,12,9,65123,651.23,Census Tract 651.23,CT,S,4048,2133,7595628,3312313,M,28.0437086,-80.590715,28.0427923,-80.5904944
G5020,20720288044896.00,12009065201.00,12,9,65201,652.01,Census Tract 652.01,CT,S,5565,2713,4230407,4416948,M,28.0235204,-80.5747235,28.0236194,-80.5745162
G5020,20720288045250.00,12009065202.00,12,9,65202,652.02,Census Tract 652.02,CT,S,5127,2087,6695184,0,U,28.0034579,-80.6198286,28.0034579,-80.6198286
G5020,20720288044692.00,12009065231.00,12,9,65231,652.31,Census Tract 652.31,CT,S,4513,1980,70900424,9421926,M,27.964311,-80.5765383,27.9648573,-80.5817571
G5020,20720288044683.00,12009065233.00,12,9,65233,652.33,Census Tract 652.33,CT,S,6869,4596,58401681,3612653,M,27.899498,-80.5652314,27.9098425,-80.56769
G5020,20720288044701.00,12009065234.00,12,9,65234,652.34,Census Tract 652.34,CT,S,3528,2174,70310565,5573522,M,27.8510673,-80.5542559,27.848972,-80.5523637
G5020,20720288044587.00,12009066101.00,12,9,66101,661.01,Census Tract 661.01,CT,S,4285,2303,3743043,30761410,M,28.0598915,-80.5349993,28.0419653,-80.5449941
G5020,20720288044835.00,12009066102.00,12,9,66102,661.02,Census Tract 661.02,CT,S,6533,4191,17537251,167610547,M,27.9478127,-80.4785865,27.9344369,-80.4903361
G5020,20720288044595.00,12009066200.00,12,9,66200,662,Census Tract 662,CT,S,2798,1370,2411228,15515490,M,28.0867603,-80.547934,28.0835275,-80.5629562
G5020,20720288044603.00,12009066301.00,12,9,66301,663.01,Census Tract 663.01,CT,S,5660,2934,4547114,22103183,M,28.1264829,-80.5615557,28.117796,-80.5746152
G5020,20720288044612.00,12009066302.00,12,9,66302,663.02,Census Tract 663.02,CT,S,4198,2077,2882105,16884374,M,28.1051846,-80.5529038,28.095969,-80.5674948
G5020,20720288044626.00,12009066400.00,12,9,66400,664,Census Tract 664,CT,S,4868,2637,3078999,11548488,M,28.146487,-80.5581406,28.1399256,-80.5804177
G5020,20720288044635.00,12009066500.00,12,9,66500,665,Census Tract 665,CT,S,3409,1752,2618530,3249476,M,28.1583316,-80.5788224,28.1557973,-80.5916324
G5020,20720288044642.00,12009066600.00,12,9,66600,666,Census Tract 666,CT,S,4591,1990,2531995,10710606,M,28.1655133,-80.5609169,28.159523,-80.5854478
G5020,20720288044650.00,12009066700.00,12,9,66700,667,Census Tract 667,CT,S,4967,2218,3532180,12059615,M,28.1801293,-80.5726098,28.1752088,-80.5896935
G5020,20720288044659.00,12009066800.00,12,9,66800,668,Census Tract 668,CT,S,2417,1129,1548087,8505081,M,28.1927551,-80.564909,28.1906186,-80.5934831
G5020,20720288044668.00,12009066900.00,12,9,66900,669,Census Tract 669,CT,S,6515,3117,3808571,14457956,M,28.2042148,-80.583605,28.2006602,-80.5955177
G5020,20720288044675.00,12009067100.00,12,9,67100,671,Census Tract 671,CT,S,2137,560,8047495,61261437,M,28.2422818,-80.590576,28.2445102,-80.6020502
G5020,20720288044407.00,12009068100.00,12,9,68100,681,Census Tract 681,CT,S,5750,3485,6282351,53662030,M,28.2973775,-80.5965064,28.2895033,-80.6076287
G5020,20720288044453.00,12009068200.00,12,9,68200,682,Census Tract 682,CT,S,3147,1702,3179889,10181777,M,28.3406108,-80.6290649,28.3410925,-80.6286051
G5020,20720288044414.00,12009068300.00,12,9,68300,683,Census Tract 683,CT,S,3138,3154,1886507,30428700,M,28.3399614,-80.5718531,28.3367059,-80.6081109
G5020,20720288044422.00,12009068400.00,12,9,68400,684,Census Tract 684,CT,S,2276,1555,1699567,15092616,M,28.3646152,-80.5920131,28.3675168,-80.6030833
G5020,20720288044430.00,12009068500.00,12,9,68500,685,Census Tract 685,CT,S,5032,3887,2284661,25284358,M,28.3809118,-80.5832159,28.3910504,-80.5963827
G5020,20720288044445.00,12009068600.00,12,9,68600,686,Census Tract 686,CT,S,4431,3248,7098030,22679203,M,28.4013255,-80.5797199,28.4117638,-80.5881258
G5020,20720288044866.00,12009069100.00,12,9,69100,691,Census Tract 691,CT,S,4931,1989,9663673,8524977,M,28.3910076,-80.6692105,28.3874743,-80.6735943
G5020,20720288044874.00,12009069200.00,12,9,69200,692,Census Tract 692,CT,S,2702,1319,1847598,3011641,M,28.3642957,-80.6647509,28.3649178,-80.6649113
G5020,20720288045205.00,12009069300.00,12,9,69300,693,Census Tract 693,CT,S,2933,1355,3282135,12963652,M,28.3282177,-80.6610935,28.3285107,-80.6611596
G5020,20720288044859.00,12009069400.00,12,9,69400,694,Census Tract 694,CT,S,5749,2097,13021555,41470765,M,28.2496845,-80.6573256,28.2410278,-80.6561887
G5020,20720288045211.00,12009069500.00,12,9,69500,695,Census Tract 695,CT,S,3784,1681,2603417,2553636,M,28.3446349,-80.7028387,28.344534,-80.7028111
G5020,20720288045219.00,12009069600.00,12,9,69600,696,Census Tract 696,CT,S,1191,765,2647586,1190543,M,28.3559066,-80.6946047,28.3555256,-80.6937223
G5020,20720288045227.00,12009069700.00,12,9,69700,697,Census Tract 697,CT,S,2545,1257,1776979,1853962,M,28.3689137,-80.7119498,28.3705369,-80.7109934
G5020,20720288045234.00,12009069801.00,12,9,69801,698.01,Census Tract 698.01,CT,S,3327,1426,3390392,775580,M,28.3933028,-80.6978628,28.394204,-80.6994279
G5020,20720288045242.00,12009069802.00,12,9,69802,698.02,Census Tract 698.02,CT,S,4338,1996,2285820,737424,M,28.3692567,-80.6920503,28.3694767,-80.6921843
G5020,20720288044844.00,12009069901.00,12,9,69901,699.01,Census Tract 699.01,CT,S,6360,2636,417894752,606692159,M,28.5887313,-80.6601698,28.5882006,-80.690678
G5020,20720288044852.00,12009069902.00,12,9,69902,699.02,Census Tract 699.02,CT,S,4591,1929,4799480,3933495,M,28.3911628,-80.7169828,28.3862427,-80.715815
G5020,20720288044988.00,12009071100.00,12,9,71100,711,Census Tract 711,CT,S,2884,1697,249821981,15219456,M,28.6377038,-80.9113334,28.6364025,-80.9163702
G5020,20720288044562.00,12009071200.00,12,9,71200,712,Census Tract 712,CT,S,5018,1877,202337499,19339952,M,28.3343375,-80.820683,28.4115095,-80.8721105
