MTFCC,OID,GEOID,STATE,COUNTY,TRACT,BASENAME,NAME,LSADC,FUNCSTAT,POP100,HU100,AREALAND,AREAWATER,UR,CENTLAT,CENTLON,INTPTLAT,INTPTLON
G5020,2079046366735,12031012400,12,31,12400,124,Census Tract 124,CT,S,2915,1373,2227330,457649,U,30.2753576,-81.7280782,30.2750716,-81.7279137
G5020,2079046366736,12031012500,12,31,12500,125,Census Tract 125,CT,S,3512,1884,2498540,154816,U,30.2714840,-81.7413360,30.2715136,-81.7409763
G5020,2079046366737,12031012601,12,31,12601,126.01,Census Tract 126.01,CT,S,2947,1740,2869940,25685,U,30.2935531,-81.7614093,30.2929567,-81.7604717
G5020,2079046366738,12031012602,12,31,12602,126.02,Census Tract 126.02,CT,S,5745,2503,4664835,56268,U,30.2801498,-81.7564717,30.2802229,-81.7572772
G5020,2079046366710,12031012702,12,31,12702,127.02,Census Tract 127.02,CT,S,5447,2283,12816241,143747,U,30.2686960,-81.8041804,30.2700852,-81.8006462
G5020,207903717493978,12031012703,12,31,12703,127.03,Census Tract 127.03,CT,S,5235,1988,4552421,56801,U,30.2808507,-81.7789466,30.2818214,-81.7773106
G5020,207903717493799,12031012704,12,31,12704,127.04,Census Tract 127.04,CT,S,5389,2251,2991718,91035,U,30.2600331,-81.7803759,30.2555128,-81.7770724
G5020,2079046366741,12031012800,12,31,12800,128,Census Tract 128,CT,S,6925,2697,4994444,98944,U,30.2587893,-81.7620480,30.2580595,-81.7628083
G5020,2079046366742,12031012900,12,31,12900,129,Census Tract 129,CT,S,2487,1033,1618482,0,U,30.2589117,-81.7473951,30.2589117,-81.7473951
G5020,2079046366743,12031013000,12,31,13000,130,Census Tract 130,CT,S,2605,1050,2644342,6406732,U,30.2638345,-81.6945584,30.2630204,-81.6979890
G5020,2079046366744,12031013100,12,31,13100,131,Census Tract 131,CT,S,2145,1078,3831453,4122546,U,30.2472746,-81.6841945,30.2473891,-81.6858965
G5020,2079046366745,12031013200,12,31,13200,132,Census Tract 132,CT,S,2311,363,14423855,8746080,U,30.2182824,-81.6795356,30.2220073,-81.6662588
G5020,2079046366746,12031013300,12,31,13300,133,Census Tract 133,CT,S,7133,3249,8250710,333369,U,30.2105125,-81.7139516,30.2102939,-81.7118422
G5020,2079046366749,12031013402,12,31,13402,134.02,Census Tract 134.02,CT,S,4772,2266,4496802,239002,U,30.2408555,-81.7257317,30.2379228,-81.7270893
G5020,207903717493801,12031013403,12,31,13403,134.03,Census Tract 134.03,CT,S,3390,1687,2310120,532438,U,30.2582040,-81.7323237,30.2588304,-81.7335148
G5020,207903717493802,12031013404,12,31,13404,134.04,Census Tract 134.04,CT,S,3148,1579,1908972,257790,U,30.2521174,-81.7220668,30.2526243,-81.7197720
G5020,2079046366752,12031013502,12,31,13502,135.02,Census Tract 135.02,CT,S,3441,1318,4329202,38016,U,30.2212969,-81.7793072,30.2173425,-81.7776864
G5020,2079046366751,12031013503,12,31,13503,135.03,Census Tract 135.03,CT,S,8449,3462,8948767,196457,U,30.2119697,-81.7605560,30.2172414,-81.7628789
G5020,2079046366732,12031013504,12,31,13504,135.04,Census Tract 135.04,CT,S,5767,2372,3447288,32607,U,30.2406865,-81.7838924,30.2396575,-81.7846365
G5020,2079046366753,12031013521,12,31,13521,135.21,Census Tract 135.21,CT,S,11917,5399,11093540,120233,U,30.2247394,-81.7499850,30.2226553,-81.7489972
G5020,2079046366754,12031013522,12,31,13522,135.22,Census Tract 135.22,CT,S,3414,1455,7086975,197968,U,30.2199472,-81.7270441,30.2202154,-81.7262272
G5020,2079046366793,12031013721,12,31,13721,137.21,Census Tract 137.21,CT,S,8935,3500,29075586,147079,M,30.2704422,-81.8519898,30.2690004,-81.8511648
G5020,2079046366669,12031013723,12,31,13723,137.23,Census Tract 137.23,CT,S,5692,2542,24777283,120896,M,30.2173507,-81.8343465,30.2167571,-81.8283529
G5020,207903717493991,12031013726,12,31,13726,137.26,Census Tract 137.26,CT,S,8893,3353,12283338,80941,U,30.2152608,-81.8008266,30.2145007,-81.7999733
G5020,207903717493816,12031013727,12,31,13727,137.27,Census Tract 137.27,CT,S,7685,2974,6600214,140387,U,30.1951503,-81.7923458,30.1949026,-81.7916264
G5020,2079046366757,12031013800,12,31,13800,138,Census Tract 138,CT,S,2633,633,10045188,4668436,U,30.3855870,-81.4183183,30.3845555,-81.4178260
G5020,2079046366662,12031013901,12,31,13901,139.01,Census Tract 139.01,CT,S,6261,1696,5951975,2132088,U,30.3559091,-81.4319387,30.3550467,-81.4313603
G5020,2079046366663,12031013902,12,31,13902,139.02,Census Tract 139.02,CT,S,4943,2114,4045025,573233,U,30.3314860,-81.4227452,30.3330513,-81.4228841
G5020,2079046366726,12031013904,12,31,13904,139.04,Census Tract 139.04,CT,S,4234,1985,2153828,61259,U,30.3619246,-81.4192861,30.3644818,-81.4179801
G5020,207903717493817,12031013905,12,31,13905,139.05,Census Tract 139.05,CT,S,4156,2214,2816006,2824699,U,30.3500096,-81.3970087,30.3524520,-81.3979960
G5020,207903717493764,12031013906,12,31,13906,139.06,Census Tract 139.06,CT,S,3909,2026,4985648,283442,U,30.3526835,-81.4063615,30.3511628,-81.4069546
G5020,207903717494001,12031014001,12,31,14001,140.01,Census Tract 140.01,CT,S,4618,2446,2610760,835993,U,30.3160816,-81.3983448,30.3158777,-81.3988537
G5020,207903717493818,12031014002,12,31,14002,140.02,Census Tract 140.02,CT,S,2419,1047,3429147,699323,U,30.3167283,-81.4197632,30.3180303,-81.4250184
G5020,2079046366799,12031014101,12,31,14101,141.01,Census Tract 141.01,CT,S,4348,1860,3756799,727793,U,30.2977641,-81.4125056,30.2971204,-81.4125149
G5020,2079046366800,12031014102,12,31,14102,141.02,Census Tract 141.02,CT,S,3931,2525,2297528,908011,U,30.2980700,-81.3938610,30.2978292,-81.3943189
G5020,2079046366801,12031014202,12,31,14202,142.02,Census Tract 142.02,CT,S,4129,2551,1650921,705111,U,30.2809159,-81.3899332,30.2812545,-81.3897644
G5020,207903717493823,12031014203,12,31,14203,142.03,Census Tract 142.03,CT,S,4166,2712,4143319,1324126,U,30.2600791,-81.3957875,30.2580307,-81.3906783
G5020,207903717493824,12031014204,12,31,14204,142.04,Census Tract 142.04,CT,S,4788,2234,7143100,1378687,U,30.2718797,-81.4089572,30.2698232,-81.4098938
G5020,2079046366759,12031014311,12,31,14311,143.11,Census Tract 143.11,CT,S,4659,2097,6126017,43652,U,30.3062322,-81.5330993,30.3072459,-81.5357503
G5020,2079046366760,12031014312,12,31,14312,143.12,Census Tract 143.12,CT,S,6238,2866,5754570,56093,U,30.2944898,-81.5071312,30.2925696,-81.5092005
G5020,2079046366672,12031014326,12,31,14326,143.26,Census Tract 143.26,CT,S,7468,2741,9435178,70384,U,30.3027915,-81.4728971,30.2976854,-81.4768500
G5020,2079046366739,12031014328,12,31,14328,143.28,Census Tract 143.28,CT,S,5764,2183,12753029,101665,U,30.3409327,-81.5057856,30.3363111,-81.5100304
G5020,207903717493825,12031014329,12,31,14329,143.29,Census Tract 143.29,CT,S,3169,1193,3017275,205400,U,30.3339248,-81.4631311,30.3350713,-81.4632406
G5020,207903717493826,12031014330,12,31,14330,143.3,Census Tract 143.30,CT,S,4681,1888,15494717,4309361,M,30.3607768,-81.4621120,30.3602057,-81.4624280
G5020,207903717493827,12031014331,12,31,14331,143.31,Census Tract 143.31,CT,S,4862,2037,3242470,60271,U,30.2951412,-81.4487036,30.2981694,-81.4500262
G5020,207903717494002,12031014332,12,31,14332,143.32,Census Tract 143.32,CT,S,8257,3776,7046236,1447175,U,30.3068453,-81.4394241,30.3088335,-81.4353483
G5020,207903717493828,12031014333,12,31,14333,143.33,Census Tract 143.33,CT,S,3041,1429,2348045,60400,U,30.3681247,-81.5089698,30.3650699,-81.5091521
G5020,207903717493829,12031014334,12,31,14334,143.34,Census Tract 143.34,CT,S,4551,1801,3376679,128063,U,30.3685578,-81.4941110,30.3691587,-81.4994651
G5020,207903717493830,12031014335,12,31,14335,143.35,Census Tract 143.35,CT,S,7977,2912,5703240,183205,U,30.3488581,-81.4745042,30.3491975,-81.4741470
G5020,207903717493831,12031014336,12,31,14336,143.36,Census Tract 143.36,CT,S,7077,2465,4363713,91800,U,30.3304379,-81.4810917,30.3270178,-81.4848710
G5020,207903717493832,12031014337,12,31,14337,143.37,Census Tract 143.37,CT,S,9815,3506,6529798,7801,U,30.3126375,-81.5018084,30.3113225,-81.5045528
G5020,207903717493841,12031014338,12,31,14338,143.38,Census Tract 143.38,CT,S,4239,1749,2163316,15461,U,30.3114868,-81.5204616,30.3104905,-81.5202194
G5020,2079046366764,12031014401,12,31,14401,144.01,Census Tract 144.01,CT,S,12821,6420,13912447,315021,U,30.2683630,-81.5390904,30.2691389,-81.5306753
G5020,2079046366670,12031014404,12,31,14404,144.04,Census Tract 144.04,CT,S,9233,2906,13833260,342875,M,30.2690722,-81.5009562,30.2733289,-81.5111581
G5020,2079046366763,12031014406,12,31,14406,144.06,Census Tract 144.06,CT,S,6707,3276,13379506,613565,U,30.2333074,-81.5328069,30.2298316,-81.5308548
G5020,207903717494045,12031014408,12,31,14408,144.08,Census Tract 144.08,CT,S,4426,2088,3953512,1411770,U,30.2724660,-81.4299247,30.2757590,-81.4293293
G5020,207903717493909,12031014409,12,31,14409,144.09,Census Tract 144.09,CT,S,9820,4412,7167776,106358,U,30.2740888,-81.4736077,30.2732074,-81.4739770
G5020,207903717493894,12031014410,12,31,14410,144.1,Census Tract 144.10,CT,S,7042,3778,9230982,161996,U,30.2695621,-81.4510215,30.2683249,-81.4499542
G5020,207903717493916,12031014411,12,31,14411,144.11,Census Tract 144.11,CT,S,7835,3905,7968682,69184,M,30.2054266,-81.5306852,30.2034555,-81.5295098
G5020,207903717493912,12031014412,12,31,14412,144.12,Census Tract 144.12,CT,S,11983,5035,137087342,844480,M,30.1757392,-81.4798232,30.1751489,-81.4728252
G5020,207903717493915,12031014413,12,31,14413,144.13,Census Tract 144.13,CT,S,5960,2542,11743487,384960,M,30.1817136,-81.5383944,30.1796023,-81.5370116
G5020,2079046366767,12031014500,12,31,14500,145,Census Tract 145,CT,S,4053,1735,6581211,143552,U,30.3038099,-81.5499258,30.3014251,-81.5525709
G5020,2079046366768,12031014601,12,31,14601,146.01,Census Tract 146.01,CT,S,5845,2288,11223632,16225327,M,30.3796353,-81.5463413,30.3809584,-81.5472327
G5020,207903717493920,12031014603,12,31,14603,146.03,Census Tract 146.03,CT,S,5339,2342,5674670,124294,U,30.3444543,-81.5353978,30.3445240,-81.5352820
G5020,207903717493921,12031014604,12,31,14604,146.04,Census Tract 146.04,CT,S,4491,2690,5410699,118838,U,30.3316701,-81.5462878,30.3316840,-81.5463632
G5020,2079046366740,12031014701,12,31,14701,147.01,Census Tract 147.01,CT,S,7179,3498,4724916,6533855,M,30.3850857,-81.6081148,30.3847867,-81.6079926
G5020,2079046366747,12031014702,12,31,14702,147.02,Census Tract 147.02,CT,S,2911,1147,2283885,1453686,M,30.3773298,-81.5873987,30.3816272,-81.5830561
G5020,2079046366770,12031014800,12,31,14800,148,Census Tract 148,CT,S,4869,2316,3008958,800681,U,30.3591908,-81.6084358,30.3543620,-81.6083284
G5020,2079046366771,12031014901,12,31,14901,149.01,Census Tract 149.01,CT,S,5396,2180,3266703,19595,U,30.3594696,-81.5881697,30.3585310,-81.5846955
G5020,2079046366772,12031014902,12,31,14902,149.02,Census Tract 149.02,CT,S,7368,3116,3470858,71403,U,30.3591820,-81.5660630,30.3571053,-81.5679034
G5020,2079046366773,12031015001,12,31,15001,150.01,Census Tract 150.01,CT,S,5495,2309,4141116,142389,U,30.3446210,-81.5664045,30.3450270,-81.5651031
G5020,2079046366774,12031015002,12,31,15002,150.02,Census Tract 150.02,CT,S,3362,1553,2413769,3020,U,30.3320014,-81.5697941,30.3278595,-81.5667233
G5020,2079046366775,12031015100,12,31,15100,151,Census Tract 151,CT,S,3898,1741,2274947,9814,U,30.3408815,-81.5846740,30.3418347,-81.5838052
G5020,2079046366776,12031015200,12,31,15200,152,Census Tract 152,CT,S,2934,1434,1298949,68683,U,30.3468596,-81.5963080,30.3465716,-81.5965045
G5020,2079046366777,12031015300,12,31,15300,153,Census Tract 153,CT,S,2621,1598,1694868,843375,U,30.3361853,-81.6093701,30.3360928,-81.6094548
G5020,2079046366778,12031015400,12,31,15400,154,Census Tract 154,CT,S,2440,1063,2163717,0,U,30.3346297,-81.5959038,30.3346297,-81.5959038
G5020,207903717494051,12031015501,12,31,15501,155.01,Census Tract 155.01,CT,S,3412,1580,2442672,248453,U,30.3197843,-81.5858748,30.3198063,-81.5844685
G5020,207903717493922,12031015502,12,31,15502,155.02,Census Tract 155.02,CT,S,4046,1959,2393501,13124,U,30.3216281,-81.5702002,30.3215346,-81.5713656
G5020,2079046366780,12031015600,12,31,15600,156,Census Tract 156,CT,S,3669,1886,3175160,2102146,U,30.3174674,-81.6110978,30.3146444,-81.6190094
G5020,2079046366781,12031015700,12,31,15700,157,Census Tract 157,CT,S,5263,2717,4838829,318406,U,30.3019663,-81.6071170,30.3022282,-81.6057970
G5020,207903717494055,12031015801,12,31,15801,158.01,Census Tract 158.01,CT,S,6495,3035,5309661,493438,U,30.3004493,-81.5826891,30.2974241,-81.5807149
G5020,207903717493741,12031015802,12,31,15802,158.02,Census Tract 158.02,CT,S,6804,3475,3697968,151840,U,30.3030178,-81.5659987,30.3064233,-81.5643217
G5020,2079046366786,12031015922,12,31,15922,159.22,Census Tract 159.22,CT,S,3185,1916,3784607,159665,U,30.2060888,-81.5575950,30.2097212,-81.5593938
G5020,207903717494069,12031015923,12,31,15923,159.23,Census Tract 159.23,CT,S,9281,4903,8408402,235978,U,30.2659643,-81.5687555,30.2583558,-81.5682563
G5020,207903717493770,12031015924,12,31,15924,159.24,Census Tract 159.24,CT,S,4477,1933,5719482,76731,U,30.2716342,-81.5858763,30.2713191,-81.5845106
G5020,207903717493923,12031015925,12,31,15925,159.25,Census Tract 159.25,CT,S,5009,2750,1378624,101900,U,30.2274008,-81.5567972,30.2280675,-81.5554795
G5020,207903717493924,12031015926,12,31,15926,159.26,Census Tract 159.26,CT,S,4555,2832,7753452,274089,U,30.2394817,-81.5701027,30.2421264,-81.5689389
G5020,2079046366826,12031016000,12,31,16000,160,Census Tract 160,CT,S,6161,2974,4846577,56872,U,30.2726624,-81.5994209,30.2723690,-81.5996800
G5020,2079046366827,12031016100,12,31,16100,161,Census Tract 161,CT,S,7388,3168,5234006,780,U,30.2864571,-81.6144608,30.2879976,-81.6123628
G5020,2079046366828,12031016200,12,31,16200,162,Census Tract 162,CT,S,2378,1162,2484224,11697,U,30.2776913,-81.6239155,30.2761195,-81.6236125
G5020,2079046366829,12031016300,12,31,16300,163,Census Tract 163,CT,S,2380,1010,3655524,65982,U,30.2720710,-81.6335052,30.2716069,-81.6326543
G5020,2079046366830,12031016400,12,31,16400,164,Census Tract 164,CT,S,5108,2615,4444993,7178776,U,30.2754595,-81.6607382,30.2807919,-81.6615816
G5020,2079046366831,12031016500,12,31,16500,165,Census Tract 165,CT,S,5125,2296,4847655,9466865,U,30.2399928,-81.6373883,30.2468308,-81.6367322
G5020,2079046366832,12031016601,12,31,16601,166.01,Census Tract 166.01,CT,S,6525,3378,10771524,217878,U,30.2435625,-81.6010009,30.2519335,-81.6085062
G5020,207903717493925,12031016603,12,31,16603,166.03,Census Tract 166.03,CT,S,3320,1573,2295116,89429,U,30.2242134,-81.6049160,30.2234428,-81.6039177
G5020,207903717494071,12031016604,12,31,16604,166.04,Census Tract 166.04,CT,S,4151,2060,2800609,166865,U,30.2378133,-81.6154667,30.2395921,-81.6182015
G5020,2079046366787,12031016711,12,31,16711,167.11,Census Tract 167.11,CT,S,4311,1860,4896189,11113095,U,30.2029089,-81.6438608,30.2028268,-81.6407906
G5020,2079046366790,12031016722,12,31,16722,167.22,Census Tract 167.22,CT,S,7115,3235,6845708,294215,U,30.1972350,-81.5955345,30.1950210,-81.6038420
G5020,207903717493929,12031016724,12,31,16724,167.24,Census Tract 167.24,CT,S,4854,2672,2550201,79312,U,30.2130694,-81.6068075,30.2134697,-81.6102358
G5020,207903717493957,12031016725,12,31,16725,167.25,Census Tract 167.25,CT,S,4228,1881,7782932,41067,U,30.2071499,-81.5761358,30.2028303,-81.5670928
G5020,207903717493958,12031016726,12,31,16726,167.26,Census Tract 167.26,CT,S,3592,1713,2353348,99549,U,30.1908941,-81.6177704,30.1916270,-81.6188590
G5020,207903717493959,12031016727,12,31,16727,167.27,Census Tract 167.27,CT,S,3057,1788,2428543,38860,U,30.1784938,-81.6140552,30.1809622,-81.6161328
G5020,207903717493960,12031016728,12,31,16728,167.28,Census Tract 167.28,CT,S,4349,1708,7382833,146739,U,30.1812045,-81.5764128,30.1815254,-81.5736403
G5020,207903717493961,12031016729,12,31,16729,167.29,Census Tract 167.29,CT,S,6077,2672,2854931,178961,U,30.1740637,-81.5901543,30.1734544,-81.5898972
G5020,2079046366792,12031016801,12,31,16801,168.01,Census Tract 168.01,CT,S,2203,905,3539955,2392551,U,30.1760975,-81.6419074,30.1762339,-81.6402825
G5020,2079046366795,12031016803,12,31,16803,168.03,Census Tract 168.03,CT,S,6908,2732,9384234,1052040,U,30.1460291,-81.6145435,30.1460101,-81.6157710
G5020,2079046366750,12031016804,12,31,16804,168.04,Census Tract 168.04,CT,S,7697,3038,12494247,21120417,U,30.1522637,-81.6637737,30.1556817,-81.6636323
G5020,2079046366797,12031016805,12,31,16805,168.05,Census Tract 168.05,CT,S,7527,2605,10091416,118776,U,30.1573406,-81.5708377,30.1556411,-81.5759163
G5020,2079046366796,12031016806,12,31,16806,168.06,Census Tract 168.06,CT,S,11511,5430,22329934,624958,U,30.1292907,-81.5571749,30.1264603,-81.5604116
G5020,207903717494006,12031016807,12,31,16807,168.07,Census Tract 168.07,CT,S,3678,1598,2409028,37185,U,30.1642950,-81.6122408,30.1647831,-81.6152910
G5020,207903717494016,12031016808,12,31,16808,168.08,Census Tract 168.08,CT,S,3494,1780,1948272,124209,U,30.1702229,-81.6242435,30.1703533,-81.6231886
G5020,207903717494072,12031017100,12,31,17100,171,Census Tract 171,CT,S,5217,3414,3405873,4414900,U,30.3102246,-81.6787916,30.3111765,-81.6787124
G5020,207903717493773,12031017200,12,31,17200,172,Census Tract 172,CT,S,2284,1370,3290299,461710,U,30.3301837,-81.6639758,30.3303596,-81.6639688
G5020,207903717494092,12031017300,12,31,17300,173,Census Tract 173,CT,S,6971,2837,282363604,1089993,M,30.2605678,-81.9502514,30.2618899,-81.9470344
G5020,207903717493815,12031017400,12,31,17400,174,Census Tract 174,CT,S,2877,1419,5474486,3338032,U,30.3315636,-81.6314632,30.3326585,-81.6336542
G5020,207903729646767,12031990000,12,31,990000,9900,Census Tract 9900,CT,S,0,0,0,161715395,R,30.3790534,-81.3635855,30.3790534,-81.3635855
G5020,207903939219085,12033000100,12,33,100,1,Census Tract 1,CT,S,1603,963,2382478,1572581,U,30.4058641,-87.2195835,30.4045730,-87.2213143
G5020,207903939219074,12033000300,12,33,300,3,Census Tract 3,CT,S,2518,1440,4493073,2395320,U,30.4044747,-87.2379191,30.4041445,-87.2371742
G5020,207903939219091,12033000400,12,33,400,4,Census Tract 4,CT,S,3388,1781,2014297,15384,U,30.4224656,-87.2345455,30.4228814,-87.2349759
G5020,207903939219088,12033000500,12,33,500,5,Census Tract 5,CT,S,1541,766,1248472,0,U,30.4264631,-87.2235491,30.4264631,-87.2235491
G5020,207903939219100,12033000600,12,33,600,6,Census Tract 6,CT,S,1864,884,1728855,20607,U,30.4275422,-87.2141688,30.4273529,-87.2137122
G5020,207903939220433,12033000800,12,33,800,8,Census Tract 8,CT,S,4798,2858,5474259,5628934,U,30.4136619,-87.2015466,30.4134307,-87.2015726
G5020,207903939220452,12033000900,12,33,900,9,Census Tract 9,CT,S,2513,1341,2310970,551235,U,30.4367448,-87.1929891,30.4368563,-87.1925262
G5020,207903939220464,12033001001,12,33,1001,10.01,Census Tract 10.01,CT,S,6030,2673,5712370,5419614,U,30.4465343,-87.1725824,30.4502597,-87.1710416
G5020,207903939220473,12033001002,12,33,1002,10.02,Census Tract 10.02,CT,S,2825,1883,2101087,14661706,U,30.4190872,-87.1675251,30.4229841,-87.1799924
G5020,207903939220490,12033001101,12,33,1101,11.01,Census Tract 11.01,CT,S,5864,2699,10976067,8830183,U,30.4662296,-87.1673046,30.4637462,-87.1650567
G5020,207903939219175,12033001103,12,33,1103,11.03,Census Tract 11.03,CT,S,2743,1304,2616957,13738232,U,30.4924486,-87.1454975,30.4917781,-87.1538391
G5020,207903939220500,12033001104,12,33,1104,11.04,Census Tract 11.04,CT,S,6396,3111,5300566,9028,U,30.4953466,-87.1833635,30.4955186,-87.1826546
G5020,207903939220504,12033001201,12,33,1201,12.01,Census Tract 12.01,CT,S,4372,2618,6690373,134386,U,30.4761915,-87.2145083,30.4776842,-87.2142083
G5020,207903939220505,12033001202,12,33,1202,12.02,Census Tract 12.02,CT,S,3846,1986,4847051,36360,U,30.4947237,-87.2158760,30.4948698,-87.2162338
G5020,207903939220506,12033001300,12,33,1300,13,Census Tract 13,CT,S,4232,1876,3695733,84278,U,30.4555551,-87.2134721,30.4573066,-87.2125977
G5020,207903939220868,12033001401,12,33,1401,14.01,Census Tract 14.01,CT,S,4570,550,4427642,22468,U,30.4653711,-87.2337485,30.4631916,-87.2304041
G5020,207903939220511,12033001402,12,33,1402,14.02,Census Tract 14.02,CT,S,6163,2868,11050791,37457,U,30.4886471,-87.2487940,30.4873649,-87.2481548
G5020,207903939219106,12033001500,12,33,1500,15,Census Tract 15,CT,S,1328,663,1618195,1658,U,30.4438604,-87.2181480,30.4438109,-87.2180587
G5020,207903939220878,12033001600,12,33,1600,16,Census Tract 16,CT,S,2697,509,2312261,4333,U,30.4404639,-87.2304642,30.4409358,-87.2305399
G5020,207903939220886,12033001700,12,33,1700,17,Census Tract 17,CT,S,2782,1254,4441060,107326,U,30.4541729,-87.2451732,30.4551461,-87.2458528
G5020,207903939220382,12033001800,12,33,1800,18,Census Tract 18,CT,S,2103,1004,2130968,2437,U,30.4354006,-87.2392760,30.4354538,-87.2387155
G5020,207903939219132,12033001900,12,33,1900,19,Census Tract 19,CT,S,1937,884,1734728,0,U,30.4261086,-87.2496430,30.4261086,-87.2496430
G5020,207903939220389,12033002000,12,33,2000,20,Census Tract 20,CT,S,2147,1176,2935649,2757,U,30.4336920,-87.2601002,30.4313599,-87.2618670
G5020,207903939220397,12033002100,12,33,2100,21,Census Tract 21,CT,S,5209,2581,4843644,308524,U,30.4138870,-87.2655527,30.4136615,-87.2647589
G5020,207903939220406,12033002200,12,33,2200,22,Census Tract 22,CT,S,3706,1809,3147817,479365,U,30.3971619,-87.2626405,30.3967736,-87.2613493
G5020,207903939220520,12033002300,12,33,2300,23,Census Tract 23,CT,S,4788,2796,5903164,34370054,U,30.3591382,-87.2591844,30.3751071,-87.2708857
G5020,207903939219169,12033002400,12,33,2400,24,Census Tract 24,CT,S,5852,368,21023825,2012775,U,30.3545283,-87.3033629,30.3507647,-87.3165983
G5020,207903939220525,12033002500,12,33,2500,25,Census Tract 25,CT,S,2136,3545,18402808,64638577,M,30.3462702,-87.1019287,30.3401888,-87.1137945
G5020,207903939219185,12033002601,12,33,2601,26.01,Census Tract 26.01,CT,S,2827,1171,13870834,5387588,M,30.3960917,-87.4006038,30.3882239,-87.3899818
G5020,207903939219186,12033002602,12,33,2602,26.02,Census Tract 26.02,CT,S,1109,3461,10907106,20412759,M,30.3056657,-87.4035688,30.3117499,-87.3639375
G5020,207903939219199,12033002603,12,33,2603,26.03,Census Tract 26.03,CT,S,7707,3483,26152951,4476325,M,30.3349858,-87.3761913,30.3398370,-87.3737832
G5020,207903939219156,12033002604,12,33,2604,26.04,Census Tract 26.04,CT,S,3978,1972,16256900,30367609,M,30.3417598,-87.4444559,30.3344871,-87.4320012
G5020,207903939219202,12033002605,12,33,2605,26.05,Census Tract 26.05,CT,S,5178,2052,18208023,200068,M,30.3697938,-87.3766899,30.3705666,-87.3752681
G5020,207903939220538,12033002701,12,33,2701,27.01,Census Tract 27.01,CT,S,2925,1204,10755592,4248638,U,30.4100578,-87.3578834,30.4069842,-87.3579264
G5020,207903939220551,12033002703,12,33,2703,27.03,Census Tract 27.03,CT,S,3152,1425,2830224,0,U,30.3896204,-87.2936672,30.3896204,-87.2936672
G5020,207903939220562,12033002704,12,33,2704,27.04,Census Tract 27.04,CT,S,5177,2439,16331002,616624,U,30.3895551,-87.3294152,30.3938657,-87.3319383
G5020,207903939220564,12033002801,12,33,2801,28.01,Census Tract 28.01,CT,S,2568,1388,2719150,965,U,30.4241222,-87.3051658,30.4226433,-87.3052362
G5020,207903939220565,12033002802,12,33,2802,28.02,Census Tract 28.02,CT,S,4912,2304,4548676,87560,U,30.4089862,-87.3057029,30.4093344,-87.3055925
G5020,207903939219205,12033002803,12,33,2803,28.03,Census Tract 28.03,CT,S,2749,1378,1646542,0,U,30.4117468,-87.2830253,30.4117468,-87.2830253
G5020,207903939219211,12033002804,12,33,2804,28.04,Census Tract 28.04,CT,S,3223,771,3928557,15607,U,30.3996821,-87.2951923,30.4001372,-87.2938021
G5020,207903939220570,12033002900,12,33,2900,29,Census Tract 29,CT,S,4076,1993,3731541,2188,U,30.4249861,-87.2843552,30.4248367,-87.2843246
G5020,207903939220583,12033003000,12,33,3000,30,Census Tract 30,CT,S,6869,3108,5994095,67236,U,30.4405927,-87.2819020,30.4400666,-87.2800772
G5020,207903939220596,12033003100,12,33,3100,31,Census Tract 31,CT,S,5436,2115,3934482,74889,U,30.4537685,-87.2654292,30.4530657,-87.2646086
G5020,207903939220597,12033003201,12,33,3201,32.01,Census Tract 32.01,CT,S,5225,2360,9392328,309750,U,30.4848514,-87.2742536,30.4844671,-87.2731651
G5020,207903939219232,12033003203,12,33,3203,32.03,Census Tract 32.03,CT,S,4685,1942,9098337,107654,U,30.5063649,-87.2927508,30.5077904,-87.2975533
G5020,207903939219238,12033003204,12,33,3204,32.04,Census Tract 32.04,CT,S,2863,1132,2844270,29961,U,30.4771625,-87.2905761,30.4781819,-87.2931767
G5020,207903939220600,12033003301,12,33,3301,33.01,Census Tract 33.01,CT,S,4119,1701,12677147,114051,U,30.5091881,-87.3236583,30.5075133,-87.3257039
G5020,207903939220603,12033003305,12,33,3305,33.05,Census Tract 33.05,CT,S,2696,844,16883618,7331657,M,30.4504841,-87.3481424,30.4524338,-87.3418295
G5020,207903939219248,12033003306,12,33,3306,33.06,Census Tract 33.06,CT,S,7175,2958,7664260,135269,U,30.4447369,-87.3150508,30.4456514,-87.3135849
G5020,207903939220604,12033003307,12,33,3307,33.07,Census Tract 33.07,CT,S,2212,868,2359356,4056,U,30.4435753,-87.3021125,30.4439818,-87.3031812
G5020,207903939220605,12033003308,12,33,3308,33.08,Census Tract 33.08,CT,S,4176,1796,9602477,68576,U,30.4776612,-87.3241527,30.4802376,-87.3284280
G5020,207903939220608,12033003309,12,33,3309,33.09,Census Tract 33.09,CT,S,6649,3082,6000006,126777,U,30.4651698,-87.2910108,30.4654997,-87.2910149
G5020,207903939220636,12033003400,12,33,3400,34,Census Tract 34,CT,S,5187,2619,10605663,44583,U,30.5242736,-87.2899872,30.5228232,-87.2904219
G5020,207903939220651,12033003503,12,33,3503,35.03,Census Tract 35.03,CT,S,6239,3040,10066942,9161868,M,30.5260040,-87.1819007,30.5412368,-87.1745144
G5020,207903939220669,12033003505,12,33,3505,35.05,Census Tract 35.05,CT,S,3586,2006,2881915,0,U,30.5063702,-87.2023688,30.5063702,-87.2023688
